dataset_id,method,permutation,reference_pca_dimensions,k,null_local_retention,evaluation_cells,permutation_seed
pbmc3k,UMAP,34,50,15,0.0144,1000,20260714
pbmc3k,UMAP,35,50,15,0.01633333333,1000,20260714
pbmc3k,UMAP,36,50,15,0.0156,1000,20260714
pbmc3k,UMAP,37,50,15,0.01506666667,1000,20260714
pbmc3k,UMAP,38,50,15,0.01473333333,1000,20260714
pbmc3k,UMAP,39,50,15,0.01253333333,1000,20260714
pbmc3k,UMAP,40,50,15,0.0146,1000,20260714
pbmc3k,UMAP,41,50,15,0.01486666667,1000,20260714
pbmc3k,UMAP,42,50,15,0.01553333333,1000,20260714
pbmc3k,UMAP,43,50,15,0.01493333333,1000,20260714
pbmc3k,UMAP,44,50,15,0.01613333333,1000,20260714
pbmc3k,UMAP,45,50,15,0.0176,1000,20260714
pbmc3k,UMAP,46,50,15,0.01733333333,1000,20260714
pbmc3k,UMAP,47,50,15,0.0158,1000,20260714
pbmc3k,UMAP,48,50,15,0.01466666667,1000,20260714
pbmc3k,UMAP,49,50,15,0.01426666667,1000,20260714
pbmc3k,UMAP,50,50,15,0.0142,1000,20260714
pbmc3k,UMAP,51,50,15,0.01286666667,1000,20260714
pbmc3k,UMAP,52,50,15,0.01693333333,1000,20260714
pbmc3k,UMAP,53,50,15,0.0156,1000,20260714
pbmc3k,UMAP,54,50,15,0.01646666667,1000,20260714
pbmc3k,UMAP,55,50,15,0.01553333333,1000,20260714
pbmc3k,UMAP,56,50,15,0.01513333333,1000,20260714
pbmc3k,UMAP,57,50,15,0.01546666667,1000,20260714
pbmc3k,UMAP,58,50,15,0.01686666667,1000,20260714
pbmc3k,UMAP,59,50,15,0.01433333333,1000,20260714
pbmc3k,UMAP,60,50,15,0.01126666667,1000,20260714
pbmc3k,UMAP,61,50,15,0.01513333333,1000,20260714
pbmc3k,UMAP,62,50,15,0.01553333333,1000,20260714
pbmc3k,UMAP,63,50,15,0.0158,1000,20260714
pbmc3k,UMAP,64,50,15,0.01353333333,1000,20260714
pbmc3k,UMAP,65,50,15,0.01453333333,1000,20260714
pbmc3k,UMAP,66,50,15,0.0148,1000,20260714
pbmc3k,UMAP,67,50,15,0.01346666667,1000,20260714
pbmc3k,UMAP,68,50,15,0.01453333333,1000,20260714
pbmc3k,UMAP,69,50,15,0.0142,1000,20260714
pbmc3k,UMAP,70,50,15,0.0158,1000,20260714
pbmc3k,UMAP,71,50,15,0.01433333333,1000,20260714
pbmc3k,UMAP,72,50,15,0.01473333333,1000,20260714
pbmc3k,UMAP,73,50,15,0.0142,1000,20260714
pbmc3k,UMAP,74,50,15,0.01453333333,1000,20260714
pbmc3k,UMAP,75,50,15,0.0142,1000,20260714
pbmc3k,UMAP,76,50,15,0.0138,1000,20260714
pbmc3k,UMAP,77,50,15,0.015,1000,20260714
pbmc3k,UMAP,78,50,15,0.01493333333,1000,20260714
pbmc3k,UMAP,79,50,15,0.01393333333,1000,20260714
pbmc3k,UMAP,80,50,15,0.01466666667,1000,20260714
pbmc3k,UMAP,81,50,15,0.01646666667,1000,20260714
pbmc3k,UMAP,82,50,15,0.01413333333,1000,20260714
pbmc3k,UMAP,83,50,15,0.014,1000,20260714
pbmc3k,UMAP,84,50,15,0.0134,1000,20260714
pbmc3k,UMAP,85,50,15,0.01353333333,1000,20260714
pbmc3k,UMAP,86,50,15,0.01546666667,1000,20260714
pbmc3k,UMAP,87,50,15,0.01593333333,1000,20260714
pbmc3k,UMAP,88,50,15,0.01446666667,1000,20260714
pbmc3k,UMAP,89,50,15,0.0164,1000,20260714
pbmc3k,UMAP,90,50,15,0.0154,1000,20260714
pbmc3k,UMAP,91,50,15,0.01426666667,1000,20260714
pbmc3k,UMAP,92,50,15,0.01446666667,1000,20260714
pbmc3k,UMAP,93,50,15,0.01406666667,1000,20260714
pbmc3k,UMAP,94,50,15,0.0168,1000,20260714
pbmc3k,UMAP,95,50,15,0.01533333333,1000,20260714
pbmc3k,UMAP,96,50,15,0.016,1000,20260714
pbmc3k,UMAP,97,50,15,0.01573333333,1000,20260714
pbmc3k,UMAP,98,50,15,0.0142,1000,20260714
pbmc3k,UMAP,99,50,15,0.01413333333,1000,20260714
pbmc3k,PHATE,0,50,15,0.01553333333,1000,20260714
pbmc3k,PHATE,1,50,15,0.01406666667,1000,20260714
pbmc3k,PHATE,2,50,15,0.01466666667,1000,20260714
pbmc3k,PHATE,3,50,15,0.01526666667,1000,20260714
pbmc3k,PHATE,4,50,15,0.015,1000,20260714
pbmc3k,PHATE,5,50,15,0.0142,1000,20260714
pbmc3k,PHATE,6,50,15,0.01473333333,1000,20260714
pbmc3k,PHATE,7,50,15,0.0144,1000,20260714
pbmc3k,PHATE,8,50,15,0.0132,1000,20260714
pbmc3k,PHATE,9,50,15,0.01613333333,1000,20260714
pbmc3k,PHATE,10,50,15,0.01493333333,1000,20260714
pbmc3k,PHATE,11,50,15,0.014,1000,20260714
pbmc3k,PHATE,12,50,15,0.01493333333,1000,20260714
pbmc3k,PHATE,13,50,15,0.01366666667,1000,20260714
pbmc3k,PHATE,14,50,15,0.01513333333,1000,20260714
pbmc3k,PHATE,15,50,15,0.01393333333,1000,20260714
pbmc3k,PHATE,16,50,15,0.01526666667,1000,20260714
pbmc3k,PHATE,17,50,15,0.01453333333,1000,20260714
pbmc3k,PHATE,18,50,15,0.01486666667,1000,20260714
pbmc3k,PHATE,19,50,15,0.01386666667,1000,20260714
pbmc3k,PHATE,20,50,15,0.01693333333,1000,20260714
pbmc3k,PHATE,21,50,15,0.0146,1000,20260714
pbmc3k,PHATE,22,50,15,0.01406666667,1000,20260714
pbmc3k,PHATE,23,50,15,0.01573333333,1000,20260714
pbmc3k,PHATE,24,50,15,0.0138,1000,20260714
pbmc3k,PHATE,25,50,15,0.0164,1000,20260714
pbmc3k,PHATE,26,50,15,0.01533333333,1000,20260714
pbmc3k,PHATE,27,50,15,0.01566666667,1000,20260714
pbmc3k,PHATE,28,50,15,0.01513333333,1000,20260714
pbmc3k,PHATE,29,50,15,0.0134,1000,20260714
pbmc3k,PHATE,30,50,15,0.01393333333,1000,20260714
pbmc3k,PHATE,31,50,15,0.01613333333,1000,20260714
pbmc3k,PHATE,32,50,15,0.01413333333,1000,20260714
pbmc3k,PHATE,33,50,15,0.0156,1000,20260714
pbmc3k,PHATE,34,50,15,0.01493333333,1000,20260714
pbmc3k,PHATE,35,50,15,0.0156,1000,20260714
pbmc3k,PHATE,36,50,15,0.0134,1000,20260714
pbmc3k,PHATE,37,50,15,0.0146,1000,20260714
pbmc3k,PHATE,38,50,15,0.01526666667,1000,20260714
pbmc3k,PHATE,39,50,15,0.01546666667,1000,20260714
pbmc3k,PHATE,40,50,15,0.01346666667,1000,20260714
pbmc3k,PHATE,41,50,15,0.01273333333,1000,20260714
pbmc3k,PHATE,42,50,15,0.01453333333,1000,20260714
pbmc3k,PHATE,43,50,15,0.01426666667,1000,20260714
pbmc3k,PHATE,44,50,15,0.01733333333,1000,20260714
pbmc3k,PHATE,45,50,15,0.01593333333,1000,20260714
pbmc3k,PHATE,46,50,15,0.0144,1000,20260714
pbmc3k,PHATE,47,50,15,0.01646666667,1000,20260714
pbmc3k,PHATE,48,50,15,0.0156,1000,20260714
pbmc3k,PHATE,49,50,15,0.01386666667,1000,20260714
pbmc3k,PHATE,50,50,15,0.0146,1000,20260714
pbmc3k,PHATE,51,50,15,0.01466666667,1000,20260714
pbmc3k,PHATE,52,50,15,0.01633333333,1000,20260714
pbmc3k,PHATE,53,50,15,0.01213333333,1000,20260714
pbmc3k,PHATE,54,50,15,0.0152,1000,20260714
pbmc3k,PHATE,55,50,15,0.01653333333,1000,20260714
pbmc3k,PHATE,56,50,15,0.0162,1000,20260714
pbmc3k,PHATE,57,50,15,0.01586666667,1000,20260714
pbmc3k,PHATE,58,50,15,0.01566666667,1000,20260714
pbmc3k,PHATE,59,50,15,0.0156,1000,20260714
pbmc3k,PHATE,60,50,15,0.01393333333,1000,20260714
pbmc3k,PHATE,61,50,15,0.01313333333,1000,20260714
pbmc3k,PHATE,62,50,15,0.0142,1000,20260714
pbmc3k,PHATE,63,50,15,0.0148,1000,20260714
pbmc3k,PHATE,64,50,15,0.01513333333,1000,20260714
pbmc3k,PHATE,65,50,15,0.01533333333,1000,20260714
pbmc3k,PHATE,66,50,15,0.01473333333,1000,20260714
pbmc3k,PHATE,67,50,15,0.0158,1000,20260714
pbmc3k,PHATE,68,50,15,0.0154,1000,20260714
pbmc3k,PHATE,69,50,15,0.01546666667,1000,20260714
pbmc3k,PHATE,70,50,15,0.0126,1000,20260714
pbmc3k,PHATE,71,50,15,0.01533333333,1000,20260714
pbmc3k,PHATE,72,50,15,0.014,1000,20260714
pbmc3k,PHATE,73,50,15,0.0138,1000,20260714
pbmc3k,PHATE,74,50,15,0.01466666667,1000,20260714
pbmc3k,PHATE,75,50,15,0.01406666667,1000,20260714
pbmc3k,PHATE,76,50,15,0.0132,1000,20260714
pbmc3k,PHATE,77,50,15,0.01613333333,1000,20260714
pbmc3k,PHATE,78,50,15,0.01806666667,1000,20260714
pbmc3k,PHATE,79,50,15,0.016,1000,20260714
pbmc3k,PHATE,80,50,15,0.01453333333,1000,20260714
pbmc3k,PHATE,81,50,15,0.01313333333,1000,20260714
pbmc3k,PHATE,82,50,15,0.0142,1000,20260714
pbmc3k,PHATE,83,50,15,0.01793333333,1000,20260714
pbmc3k,PHATE,84,50,15,0.01333333333,1000,20260714
pbmc3k,PHATE,85,50,15,0.01466666667,1000,20260714
pbmc3k,PHATE,86,50,15,0.014,1000,20260714
pbmc3k,PHATE,87,50,15,0.01646666667,1000,20260714
pbmc3k,PHATE,88,50,15,0.0146,1000,20260714
pbmc3k,PHATE,89,50,15,0.01473333333,1000,20260714
pbmc3k,PHATE,90,50,15,0.0158,1000,20260714
pbmc3k,PHATE,91,50,15,0.0152,1000,20260714
pbmc3k,PHATE,92,50,15,0.01513333333,1000,20260714
pbmc3k,PHATE,93,50,15,0.01506666667,1000,20260714
pbmc3k,PHATE,94,50,15,0.01606666667,1000,20260714
pbmc3k,PHATE,95,50,15,0.01493333333,1000,20260714
pbmc3k,PHATE,96,50,15,0.0154,1000,20260714
pbmc3k,PHATE,97,50,15,0.01413333333,1000,20260714
pbmc3k,PHATE,98,50,15,0.0148,1000,20260714
pbmc3k,PHATE,99,50,15,0.01433333333,1000,20260714
pbmc3k,t-SNE,0,50,15,0.0166,1000,20260714
pbmc3k,t-SNE,1,50,15,0.01446666667,1000,20260714
pbmc3k,t-SNE,2,50,15,0.01586666667,1000,20260714
pbmc3k,t-SNE,3,50,15,0.0148,1000,20260714
pbmc3k,t-SNE,4,50,15,0.0162,1000,20260714
pbmc3k,t-SNE,5,50,15,0.0154,1000,20260714
pbmc3k,t-SNE,6,50,15,0.01446666667,1000,20260714
pbmc3k,t-SNE,7,50,15,0.01506666667,1000,20260714
pbmc3k,t-SNE,8,50,15,0.0158,1000,20260714
pbmc3k,t-SNE,9,50,15,0.01546666667,1000,20260714
pbmc3k,t-SNE,10,50,15,0.01593333333,1000,20260714
pbmc3k,t-SNE,11,50,15,0.01553333333,1000,20260714
pbmc3k,t-SNE,12,50,15,0.0144,1000,20260714
pbmc3k,t-SNE,13,50,15,0.01473333333,1000,20260714
pbmc3k,t-SNE,14,50,15,0.0152,1000,20260714
pbmc3k,t-SNE,15,50,15,0.01446666667,1000,20260714
pbmc3k,t-SNE,16,50,15,0.01426666667,1000,20260714
pbmc3k,t-SNE,17,50,15,0.01366666667,1000,20260714
pbmc3k,t-SNE,18,50,15,0.0152,1000,20260714
pbmc3k,t-SNE,19,50,15,0.01546666667,1000,20260714
pbmc3k,t-SNE,20,50,15,0.01446666667,1000,20260714
pbmc3k,t-SNE,21,50,15,0.01613333333,1000,20260714
pbmc3k,t-SNE,22,50,15,0.01293333333,1000,20260714
pbmc3k,t-SNE,23,50,15,0.01746666667,1000,20260714
pbmc3k,t-SNE,24,50,15,0.0158,1000,20260714
pbmc3k,t-SNE,25,50,15,0.01553333333,1000,20260714
pbmc3k,t-SNE,26,50,15,0.01506666667,1000,20260714
pbmc3k,t-SNE,27,50,15,0.015,1000,20260714
pbmc3k,t-SNE,28,50,15,0.0146,1000,20260714
pbmc3k,t-SNE,29,50,15,0.0148,1000,20260714
pbmc3k,t-SNE,30,50,15,0.01546666667,1000,20260714
pbmc3k,t-SNE,31,50,15,0.01426666667,1000,20260714
pbmc3k,t-SNE,32,50,15,0.017,1000,20260714
pbmc3k,t-SNE,33,50,15,0.01553333333,1000,20260714
pbmc3k,t-SNE,34,50,15,0.013,1000,20260714
pbmc3k,t-SNE,35,50,15,0.01546666667,1000,20260714
pbmc3k,t-SNE,36,50,15,0.01853333333,1000,20260714
pbmc3k,t-SNE,37,50,15,0.01473333333,1000,20260714
pbmc3k,t-SNE,38,50,15,0.01693333333,1000,20260714
pbmc3k,t-SNE,39,50,15,0.015,1000,20260714
pbmc3k,t-SNE,40,50,15,0.0154,1000,20260714
pbmc3k,t-SNE,41,50,15,0.0166,1000,20260714
pbmc3k,t-SNE,42,50,15,0.0152,1000,20260714
pbmc3k,t-SNE,43,50,15,0.01526666667,1000,20260714
pbmc3k,t-SNE,44,50,15,0.01626666667,1000,20260714
pbmc3k,t-SNE,45,50,15,0.0144,1000,20260714
pbmc3k,t-SNE,46,50,15,0.01353333333,1000,20260714
pbmc3k,t-SNE,47,50,15,0.0146,1000,20260714
pbmc3k,t-SNE,48,50,15,0.01386666667,1000,20260714
pbmc3k,t-SNE,49,50,15,0.01673333333,1000,20260714
pbmc3k,t-SNE,50,50,15,0.01473333333,1000,20260714
pbmc3k,t-SNE,51,50,15,0.01353333333,1000,20260714
pbmc3k,t-SNE,52,50,15,0.01573333333,1000,20260714
pbmc3k,t-SNE,53,50,15,0.01393333333,1000,20260714
pbmc3k,t-SNE,54,50,15,0.01553333333,1000,20260714
pbmc3k,t-SNE,55,50,15,0.0144,1000,20260714
pbmc3k,t-SNE,56,50,15,0.0148,1000,20260714
pbmc3k,t-SNE,57,50,15,0.01666666667,1000,20260714
pbmc3k,t-SNE,58,50,15,0.01626666667,1000,20260714
pbmc3k,t-SNE,59,50,15,0.0154,1000,20260714
pbmc3k,t-SNE,60,50,15,0.0152,1000,20260714
pbmc3k,t-SNE,61,50,15,0.01673333333,1000,20260714
pbmc3k,t-SNE,62,50,15,0.01546666667,1000,20260714
pbmc3k,t-SNE,63,50,15,0.01493333333,1000,20260714
pbmc3k,t-SNE,64,50,15,0.01326666667,1000,20260714
pbmc3k,t-SNE,65,50,15,0.01513333333,1000,20260714
pbmc3k,t-SNE,66,50,15,0.01726666667,1000,20260714
pbmc3k,t-SNE,67,50,15,0.0154,1000,20260714
pbmc3k,t-SNE,68,50,15,0.0142,1000,20260714
pbmc3k,t-SNE,69,50,15,0.01513333333,1000,20260714
pbmc3k,t-SNE,70,50,15,0.01473333333,1000,20260714
pbmc3k,t-SNE,71,50,15,0.0144,1000,20260714
pbmc3k,t-SNE,72,50,15,0.01573333333,1000,20260714
pbmc3k,t-SNE,73,50,15,0.01546666667,1000,20260714
pbmc3k,t-SNE,74,50,15,0.01486666667,1000,20260714
pbmc3k,t-SNE,75,50,15,0.01373333333,1000,20260714
pbmc3k,t-SNE,76,50,15,0.01473333333,1000,20260714
pbmc3k,t-SNE,77,50,15,0.01586666667,1000,20260714
pbmc3k,t-SNE,78,50,15,0.01666666667,1000,20260714
pbmc3k,t-SNE,79,50,15,0.0158,1000,20260714
pbmc3k,t-SNE,80,50,15,0.016,1000,20260714
pbmc3k,t-SNE,81,50,15,0.01653333333,1000,20260714
pbmc3k,t-SNE,82,50,15,0.01373333333,1000,20260714
pbmc3k,t-SNE,83,50,15,0.01533333333,1000,20260714
pbmc3k,t-SNE,84,50,15,0.0132,1000,20260714
pbmc3k,t-SNE,85,50,15,0.01326666667,1000,20260714
pbmc3k,t-SNE,86,50,15,0.01646666667,1000,20260714
pbmc3k,t-SNE,87,50,15,0.01453333333,1000,20260714
pbmc3k,t-SNE,88,50,15,0.01613333333,1000,20260714
pbmc3k,t-SNE,89,50,15,0.01426666667,1000,20260714
pbmc3k,t-SNE,90,50,15,0.0178,1000,20260714
pbmc3k,t-SNE,91,50,15,0.01306666667,1000,20260714
pbmc3k,t-SNE,92,50,15,0.01386666667,1000,20260714
pbmc3k,t-SNE,93,50,15,0.016,1000,20260714
pbmc3k,t-SNE,94,50,15,0.0122,1000,20260714
pbmc3k,t-SNE,95,50,15,0.0144,1000,20260714
pbmc3k,t-SNE,96,50,15,0.0142,1000,20260714
pbmc3k,t-SNE,97,50,15,0.01573333333,1000,20260714
pbmc3k,t-SNE,98,50,15,0.01473333333,1000,20260714
pbmc3k,t-SNE,99,50,15,0.01406666667,1000,20260714
pbmc3k,PaCMAP,0,50,15,0.01413333333,1000,20260714
pbmc3k,PaCMAP,1,50,15,0.01633333333,1000,20260714
pbmc3k,PaCMAP,2,50,15,0.016,1000,20260714
pbmc3k,PaCMAP,3,50,15,0.01606666667,1000,20260714
pbmc3k,PaCMAP,4,50,15,0.0156,1000,20260714
pbmc3k,PaCMAP,5,50,15,0.01626666667,1000,20260714
pbmc3k,PaCMAP,6,50,15,0.01546666667,1000,20260714
pbmc3k,PaCMAP,7,50,15,0.01453333333,1000,20260714
pbmc3k,PaCMAP,8,50,15,0.0156,1000,20260714
pbmc3k,PaCMAP,9,50,15,0.01533333333,1000,20260714
pbmc3k,PaCMAP,10,50,15,0.01313333333,1000,20260714
pbmc3k,PaCMAP,11,50,15,0.01586666667,1000,20260714
pbmc3k,PaCMAP,12,50,15,0.01473333333,1000,20260714
pbmc3k,PaCMAP,13,50,15,0.0152,1000,20260714
pbmc3k,PaCMAP,14,50,15,0.01406666667,1000,20260714
pbmc3k,PaCMAP,15,50,15,0.01493333333,1000,20260714
pbmc3k,PaCMAP,16,50,15,0.016,1000,20260714
pbmc3k,PaCMAP,17,50,15,0.01553333333,1000,20260714
pbmc3k,PaCMAP,18,50,15,0.0148,1000,20260714
pbmc3k,PaCMAP,19,50,15,0.015,1000,20260714
pbmc3k,PaCMAP,20,50,15,0.01846666667,1000,20260714
pbmc3k,PaCMAP,21,50,15,0.01526666667,1000,20260714
pbmc3k,PaCMAP,22,50,15,0.01613333333,1000,20260714
pbmc3k,PaCMAP,23,50,15,0.01446666667,1000,20260714
pbmc3k,PaCMAP,24,50,15,0.0158,1000,20260714
pbmc3k,PaCMAP,25,50,15,0.0142,1000,20260714
pbmc3k,PaCMAP,26,50,15,0.0142,1000,20260714
pbmc3k,PaCMAP,27,50,15,0.0158,1000,20260714
pbmc3k,PaCMAP,28,50,15,0.01613333333,1000,20260714
pbmc3k,PaCMAP,29,50,15,0.0146,1000,20260714
pbmc3k,PaCMAP,30,50,15,0.01533333333,1000,20260714
pbmc3k,PaCMAP,31,50,15,0.01386666667,1000,20260714
pbmc3k,PaCMAP,32,50,15,0.0156,1000,20260714
pbmc3k,PaCMAP,33,50,15,0.01393333333,1000,20260714
pbmc3k,PaCMAP,34,50,15,0.0148,1000,20260714
pbmc3k,PaCMAP,35,50,15,0.01413333333,1000,20260714
pbmc3k,PaCMAP,36,50,15,0.0142,1000,20260714
pbmc3k,PaCMAP,37,50,15,0.01586666667,1000,20260714
pbmc3k,PaCMAP,38,50,15,0.01473333333,1000,20260714
pbmc3k,PaCMAP,39,50,15,0.01546666667,1000,20260714
pbmc3k,PaCMAP,40,50,15,0.01653333333,1000,20260714
pbmc3k,PaCMAP,41,50,15,0.01613333333,1000,20260714
pbmc3k,PaCMAP,42,50,15,0.01486666667,1000,20260714
pbmc3k,PaCMAP,43,50,15,0.0162,1000,20260714
pbmc3k,PaCMAP,44,50,15,0.01553333333,1000,20260714
pbmc3k,PaCMAP,45,50,15,0.014,1000,20260714
pbmc3k,PaCMAP,46,50,15,0.01566666667,1000,20260714
pbmc3k,PaCMAP,47,50,15,0.01473333333,1000,20260714
pbmc3k,PaCMAP,48,50,15,0.01493333333,1000,20260714
pbmc3k,PaCMAP,49,50,15,0.01426666667,1000,20260714
pbmc3k,PaCMAP,50,50,15,0.0152,1000,20260714
pbmc3k,PaCMAP,51,50,15,0.015,1000,20260714
pbmc3k,PaCMAP,52,50,15,0.01473333333,1000,20260714
pbmc3k,PaCMAP,53,50,15,0.01466666667,1000,20260714
pbmc3k,PaCMAP,54,50,15,0.01353333333,1000,20260714
pbmc3k,PaCMAP,55,50,15,0.01666666667,1000,20260714
pbmc3k,PaCMAP,56,50,15,0.01693333333,1000,20260714
pbmc3k,PaCMAP,57,50,15,0.0146,1000,20260714
pbmc3k,PaCMAP,58,50,15,0.01473333333,1000,20260714
pbmc3k,PaCMAP,59,50,15,0.0142,1000,20260714
pbmc3k,PaCMAP,60,50,15,0.0158,1000,20260714
pbmc3k,PaCMAP,61,50,15,0.0126,1000,20260714
pbmc3k,PaCMAP,62,50,15,0.01393333333,1000,20260714
pbmc3k,PaCMAP,63,50,15,0.016,1000,20260714
pbmc3k,PaCMAP,64,50,15,0.01653333333,1000,20260714
pbmc3k,PaCMAP,65,50,15,0.01353333333,1000,20260714
pbmc3k,PaCMAP,66,50,15,0.01393333333,1000,20260714
pbmc3k,PaCMAP,67,50,15,0.01526666667,1000,20260714
pbmc3k,PaCMAP,68,50,15,0.01266666667,1000,20260714
pbmc3k,PaCMAP,69,50,15,0.01553333333,1000,20260714
pbmc3k,PaCMAP,70,50,15,0.0146,1000,20260714
pbmc3k,PaCMAP,71,50,15,0.0146,1000,20260714
pbmc3k,PaCMAP,72,50,15,0.0172,1000,20260714
pbmc3k,PaCMAP,73,50,15,0.01366666667,1000,20260714
pbmc3k,PaCMAP,74,50,15,0.01713333333,1000,20260714
pbmc3k,PaCMAP,75,50,15,0.01546666667,1000,20260714
pbmc3k,PaCMAP,76,50,15,0.0156,1000,20260714
pbmc3k,PaCMAP,77,50,15,0.01526666667,1000,20260714
pbmc3k,PaCMAP,78,50,15,0.01593333333,1000,20260714
pbmc3k,PaCMAP,79,50,15,0.0162,1000,20260714
pbmc3k,PaCMAP,80,50,15,0.01426666667,1000,20260714
pbmc3k,PaCMAP,81,50,15,0.01373333333,1000,20260714
pbmc3k,PaCMAP,82,50,15,0.01293333333,1000,20260714
pbmc3k,PaCMAP,83,50,15,0.01373333333,1000,20260714
pbmc3k,PaCMAP,84,50,15,0.01673333333,1000,20260714
pbmc3k,PaCMAP,85,50,15,0.01486666667,1000,20260714
pbmc3k,PaCMAP,86,50,15,0.015,1000,20260714
pbmc3k,PaCMAP,87,50,15,0.0148,1000,20260714
pbmc3k,PaCMAP,88,50,15,0.0134,1000,20260714
pbmc3k,PaCMAP,89,50,15,0.01426666667,1000,20260714
pbmc3k,PaCMAP,90,50,15,0.016,1000,20260714
pbmc3k,PaCMAP,91,50,15,0.0166,1000,20260714
pbmc3k,PaCMAP,92,50,15,0.01526666667,1000,20260714
pbmc3k,PaCMAP,93,50,15,0.01653333333,1000,20260714
pbmc3k,PaCMAP,94,50,15,0.01506666667,1000,20260714
pbmc3k,PaCMAP,95,50,15,0.0138,1000,20260714
pbmc3k,PaCMAP,96,50,15,0.01573333333,1000,20260714
pbmc3k,PaCMAP,97,50,15,0.01613333333,1000,20260714
pbmc3k,PaCMAP,98,50,15,0.01513333333,1000,20260714
pbmc3k,PaCMAP,99,50,15,0.01706666667,1000,20260714
paul15,PCA,0,50,15,0.01586666667,1000,20260714
paul15,PCA,1,50,15,0.01333333333,1000,20260714
paul15,PCA,2,50,15,0.01413333333,1000,20260714
paul15,PCA,3,50,15,0.0144,1000,20260714
paul15,PCA,4,50,15,0.01553333333,1000,20260714
paul15,PCA,5,50,15,0.01506666667,1000,20260714
paul15,PCA,6,50,15,0.01586666667,1000,20260714
paul15,PCA,7,50,15,0.01626666667,1000,20260714
paul15,PCA,8,50,15,0.0142,1000,20260714
paul15,PCA,9,50,15,0.01293333333,1000,20260714
paul15,PCA,10,50,15,0.017,1000,20260714
paul15,PCA,11,50,15,0.01673333333,1000,20260714
paul15,PCA,12,50,15,0.0146,1000,20260714
paul15,PCA,13,50,15,0.01533333333,1000,20260714
paul15,PCA,14,50,15,0.0178,1000,20260714
paul15,PCA,15,50,15,0.01366666667,1000,20260714
paul15,PCA,16,50,15,0.0144,1000,20260714
paul15,PCA,17,50,15,0.01573333333,1000,20260714
paul15,PCA,18,50,15,0.0144,1000,20260714
paul15,PCA,19,50,15,0.01413333333,1000,20260714
paul15,PCA,20,50,15,0.01333333333,1000,20260714
paul15,PCA,21,50,15,0.01553333333,1000,20260714
paul15,PCA,22,50,15,0.01633333333,1000,20260714
paul15,PCA,23,50,15,0.01613333333,1000,20260714
paul15,PCA,24,50,15,0.01693333333,1000,20260714
paul15,PCA,25,50,15,0.01546666667,1000,20260714
paul15,PCA,26,50,15,0.01493333333,1000,20260714
paul15,PCA,27,50,15,0.016,1000,20260714
paul15,PCA,28,50,15,0.01546666667,1000,20260714
paul15,PCA,29,50,15,0.0164,1000,20260714
paul15,PCA,30,50,15,0.01546666667,1000,20260714
paul15,PCA,31,50,15,0.015,1000,20260714
paul15,PCA,32,50,15,0.01526666667,1000,20260714
paul15,PCA,33,50,15,0.01366666667,1000,20260714
paul15,PCA,34,50,15,0.01413333333,1000,20260714
paul15,PCA,35,50,15,0.01426666667,1000,20260714
paul15,PCA,36,50,15,0.01426666667,1000,20260714
paul15,PCA,37,50,15,0.01566666667,1000,20260714
paul15,PCA,38,50,15,0.01546666667,1000,20260714
paul15,PCA,39,50,15,0.01446666667,1000,20260714
paul15,PCA,40,50,15,0.01353333333,1000,20260714
paul15,PCA,41,50,15,0.01613333333,1000,20260714
paul15,PCA,42,50,15,0.0162,1000,20260714
paul15,PCA,43,50,15,0.0142,1000,20260714
paul15,PCA,44,50,15,0.01766666667,1000,20260714
paul15,PCA,45,50,15,0.014,1000,20260714
paul15,PCA,46,50,15,0.01466666667,1000,20260714
paul15,PCA,47,50,15,0.01466666667,1000,20260714
paul15,PCA,48,50,15,0.0142,1000,20260714
paul15,PCA,49,50,15,0.01673333333,1000,20260714
paul15,PCA,50,50,15,0.01446666667,1000,20260714
paul15,PCA,51,50,15,0.01446666667,1000,20260714
paul15,PCA,52,50,15,0.01366666667,1000,20260714
paul15,PCA,53,50,15,0.01373333333,1000,20260714
paul15,PCA,54,50,15,0.01586666667,1000,20260714
paul15,PCA,55,50,15,0.017,1000,20260714
paul15,PCA,56,50,15,0.0164,1000,20260714
paul15,PCA,57,50,15,0.0146,1000,20260714
paul15,PCA,58,50,15,0.01333333333,1000,20260714
paul15,PCA,59,50,15,0.0158,1000,20260714
paul15,PCA,60,50,15,0.0164,1000,20260714
paul15,PCA,61,50,15,0.01533333333,1000,20260714
paul15,PCA,62,50,15,0.01506666667,1000,20260714
paul15,PCA,63,50,15,0.01553333333,1000,20260714
paul15,PCA,64,50,15,0.01466666667,1000,20260714
paul15,PCA,65,50,15,0.0138,1000,20260714
paul15,PCA,66,50,15,0.01633333333,1000,20260714
paul15,PCA,67,50,15,0.01473333333,1000,20260714
paul15,PCA,68,50,15,0.01486666667,1000,20260714
paul15,PCA,69,50,15,0.0146,1000,20260714
paul15,PCA,70,50,15,0.01433333333,1000,20260714
paul15,PCA,71,50,15,0.01306666667,1000,20260714
paul15,PCA,72,50,15,0.01513333333,1000,20260714
paul15,PCA,73,50,15,0.01546666667,1000,20260714
paul15,PCA,74,50,15,0.01613333333,1000,20260714
paul15,PCA,75,50,15,0.01493333333,1000,20260714
paul15,PCA,76,50,15,0.0158,1000,20260714
paul15,PCA,77,50,15,0.01526666667,1000,20260714
paul15,PCA,78,50,15,0.01506666667,1000,20260714
paul15,PCA,79,50,15,0.01346666667,1000,20260714
