dataset_id,cell_id,method,family,seed,x,y,label,batch_or_donor,n_cells,source
paul15,W31260,scScope,deep,0,3.170713,2.5181203,10GMP,,2730,empirical_embedding_coordinates
paul15,W31262,scScope,deep,0,4.3313103,3.5543718,2Ery,,2730,empirical_embedding_coordinates
paul15,W31263,scScope,deep,0,5.5244727,6.489624,14Mo,,2730,empirical_embedding_coordinates
paul15,W31264,scScope,deep,0,6.9523845,5.29751,15Mo,,2730,empirical_embedding_coordinates
paul15,W31265,scScope,deep,0,8.947406,8.071531,14Mo,,2730,empirical_embedding_coordinates
paul15,W31266,scScope,deep,0,8.068746,8.839601,16Neu,,2730,empirical_embedding_coordinates
paul15,W31267,scScope,deep,0,3.628793,2.832149,10GMP,,2730,empirical_embedding_coordinates
paul15,W31268,scScope,deep,0,3.5889113,2.5776331,7MEP,,2730,empirical_embedding_coordinates
paul15,W31269,scScope,deep,0,5.4348903,4.1728272,5Ery,,2730,empirical_embedding_coordinates
paul15,W31270,scScope,deep,0,8.406049,5.3342705,16Neu,,2730,empirical_embedding_coordinates
paul15,W31271,scScope,deep,0,4.788958,6.325561,2Ery,,2730,empirical_embedding_coordinates
paul15,W31272,scScope,deep,0,6.124194,6.5307593,16Neu,,2730,empirical_embedding_coordinates
paul15,W31273,scScope,deep,0,6.2510986,6.747036,14Mo,,2730,empirical_embedding_coordinates
paul15,W31274,scScope,deep,0,6.2146473,4.7809134,10GMP,,2730,empirical_embedding_coordinates
paul15,W31275,scScope,deep,0,6.3057656,5.5488515,16Neu,,2730,empirical_embedding_coordinates
paul15,W31276,scScope,deep,0,2.8583446,2.303971,8Mk,,2730,empirical_embedding_coordinates
paul15,W31277,scScope,deep,0,4.2694483,4.6145115,7MEP,,2730,empirical_embedding_coordinates
paul15,W31278,scScope,deep,0,10.073939,8.044985,14Mo,,2730,empirical_embedding_coordinates
paul15,W31279,scScope,deep,0,3.4384875,5.234863,7MEP,,2730,empirical_embedding_coordinates
paul15,W31280,scScope,deep,0,8.499534,7.2466307,2Ery,,2730,empirical_embedding_coordinates
paul15,W31281,scScope,deep,0,7.4396772,6.377327,14Mo,,2730,empirical_embedding_coordinates
paul15,W31282,scScope,deep,0,4.391271,3.2021766,14Mo,,2730,empirical_embedding_coordinates
paul15,W31283,scScope,deep,0,3.974022,6.6906886,4Ery,,2730,empirical_embedding_coordinates
paul15,W31284,scScope,deep,0,7.1159763,6.879601,5Ery,,2730,empirical_embedding_coordinates
paul15,W31285,scScope,deep,0,6.961272,5.4279246,14Mo,,2730,empirical_embedding_coordinates
paul15,W31286,scScope,deep,0,4.8185062,5.236493,14Mo,,2730,empirical_embedding_coordinates
paul15,W31287,scScope,deep,0,2.7350118,4.269656,10GMP,,2730,empirical_embedding_coordinates
paul15,W31288,scScope,deep,0,4.541456,2.4186983,6Ery,,2730,empirical_embedding_coordinates
paul15,W31289,scScope,deep,0,6.040596,7.584015,5Ery,,2730,empirical_embedding_coordinates
paul15,W31290,scScope,deep,0,7.696396,7.681401,14Mo,,2730,empirical_embedding_coordinates
paul15,W31291,scScope,deep,0,10.083709,6.536922,3Ery,,2730,empirical_embedding_coordinates
paul15,W31292,scScope,deep,0,7.581124,6.977575,5Ery,,2730,empirical_embedding_coordinates
paul15,W31293,scScope,deep,0,7.5714355,8.073369,15Mo,,2730,empirical_embedding_coordinates
paul15,W31294,scScope,deep,0,8.281979,9.281853,5Ery,,2730,empirical_embedding_coordinates
paul15,W31295,scScope,deep,0,7.7704473,6.5922623,14Mo,,2730,empirical_embedding_coordinates
paul15,W31296,scScope,deep,0,7.1072946,8.271696,16Neu,,2730,empirical_embedding_coordinates
paul15,W31297,scScope,deep,0,1.7488222,1.9905696,8Mk,,2730,empirical_embedding_coordinates
paul15,W31298,scScope,deep,0,10.500858,10.759388,3Ery,,2730,empirical_embedding_coordinates
paul15,W31299,scScope,deep,0,13.974868,10.14427,14Mo,,2730,empirical_embedding_coordinates
paul15,W31300,scScope,deep,0,2.3208015,4.8113003,12Baso,,2730,empirical_embedding_coordinates
paul15,W31301,scScope,deep,0,12.708723,12.681325,14Mo,,2730,empirical_embedding_coordinates
paul15,W31302,scScope,deep,0,11.647423,11.613968,3Ery,,2730,empirical_embedding_coordinates
paul15,W31303,scScope,deep,0,7.7959747,6.209179,5Ery,,2730,empirical_embedding_coordinates
paul15,W31305,scScope,deep,0,4.5531855,3.0924387,16Neu,,2730,empirical_embedding_coordinates
paul15,W31306,scScope,deep,0,9.686255,8.380578,15Mo,,2730,empirical_embedding_coordinates
paul15,W31307,scScope,deep,0,11.497103,9.466779,13Baso,,2730,empirical_embedding_coordinates
paul15,W31309,scScope,deep,0,8.746904,10.024029,5Ery,,2730,empirical_embedding_coordinates
paul15,W31310,scScope,deep,0,12.506883,11.525022,3Ery,,2730,empirical_embedding_coordinates
paul15,W31311,scScope,deep,0,6.0299706,5.6840925,13Baso,,2730,empirical_embedding_coordinates
paul15,W31312,scScope,deep,0,7.204697,7.0434446,12Baso,,2730,empirical_embedding_coordinates
paul15,W31313,scScope,deep,0,0.36340162,2.7558131,8Mk,,2730,empirical_embedding_coordinates
paul15,W31314,scScope,deep,0,2.8044372,6.385053,7MEP,,2730,empirical_embedding_coordinates
paul15,W31315,scScope,deep,0,8.201098,3.767326,6Ery,,2730,empirical_embedding_coordinates
paul15,W31316,scScope,deep,0,7.4452705,9.574164,2Ery,,2730,empirical_embedding_coordinates
paul15,W31317,scScope,deep,0,13.706758,11.85867,3Ery,,2730,empirical_embedding_coordinates
paul15,W31318,scScope,deep,0,8.217459,9.21998,3Ery,,2730,empirical_embedding_coordinates
paul15,W31319,scScope,deep,0,7.8265467,6.2655764,15Mo,,2730,empirical_embedding_coordinates
paul15,W31321,scScope,deep,0,5.538412,5.1342726,3Ery,,2730,empirical_embedding_coordinates
paul15,W31322,scScope,deep,0,10.405179,10.596913,3Ery,,2730,empirical_embedding_coordinates
paul15,W31323,scScope,deep,0,10.941529,12.625463,3Ery,,2730,empirical_embedding_coordinates
paul15,W31324,scScope,deep,0,5.2836356,5.945322,8Mk,,2730,empirical_embedding_coordinates
paul15,W31325,scScope,deep,0,10.944299,7.6122913,2Ery,,2730,empirical_embedding_coordinates
paul15,W31326,scScope,deep,0,7.7594194,10.296897,2Ery,,2730,empirical_embedding_coordinates
paul15,W31327,scScope,deep,0,10.522972,9.619256,14Mo,,2730,empirical_embedding_coordinates
paul15,W31328,scScope,deep,0,11.043535,9.030119,3Ery,,2730,empirical_embedding_coordinates
paul15,W31329,scScope,deep,0,11.983204,11.804433,15Mo,,2730,empirical_embedding_coordinates
paul15,W31330,scScope,deep,0,12.055561,7.369064,14Mo,,2730,empirical_embedding_coordinates
paul15,W31331,scScope,deep,0,1.6838342,4.124893,7MEP,,2730,empirical_embedding_coordinates
paul15,W31332,scScope,deep,0,6.5678916,5.4796047,15Mo,,2730,empirical_embedding_coordinates
paul15,W31333,scScope,deep,0,6.023507,6.5747128,3Ery,,2730,empirical_embedding_coordinates
paul15,W31334,scScope,deep,0,7.7203426,7.8471336,3Ery,,2730,empirical_embedding_coordinates
paul15,W31335,scScope,deep,0,4.469779,4.644354,13Baso,,2730,empirical_embedding_coordinates
paul15,W31336,scScope,deep,0,13.255281,12.730763,15Mo,,2730,empirical_embedding_coordinates
paul15,W31337,scScope,deep,0,8.946012,6.7468657,3Ery,,2730,empirical_embedding_coordinates
paul15,W31338,scScope,deep,0,9.457689,10.78852,15Mo,,2730,empirical_embedding_coordinates
paul15,W31339,scScope,deep,0,12.059037,9.869413,13Baso,,2730,empirical_embedding_coordinates
paul15,W31340,scScope,deep,0,6.1777244,8.9900675,3Ery,,2730,empirical_embedding_coordinates
paul15,W31341,scScope,deep,0,8.028982,6.8921366,15Mo,,2730,empirical_embedding_coordinates
paul15,W31342,scScope,deep,0,11.466895,10.078063,15Mo,,2730,empirical_embedding_coordinates
paul15,W31343,scScope,deep,0,16.096437,14.956979,13Baso,,2730,empirical_embedding_coordinates
paul15,W31344,scScope,deep,0,5.728171,6.5884433,19Lymph,,2730,empirical_embedding_coordinates
paul15,W31345,scScope,deep,0,6.7725224,8.131731,4Ery,,2730,empirical_embedding_coordinates
paul15,W31346,scScope,deep,0,9.652014,8.843491,3Ery,,2730,empirical_embedding_coordinates
paul15,W31347,scScope,deep,0,9.290098,11.184162,14Mo,,2730,empirical_embedding_coordinates
paul15,W31348,scScope,deep,0,12.603875,12.267846,4Ery,,2730,empirical_embedding_coordinates
paul15,W31349,scScope,deep,0,5.8130484,5.49298,6Ery,,2730,empirical_embedding_coordinates
paul15,W31350,scScope,deep,0,10.767763,12.381277,16Neu,,2730,empirical_embedding_coordinates
paul15,W31351,scScope,deep,0,9.098808,9.946233,14Mo,,2730,empirical_embedding_coordinates
paul15,W31353,scScope,deep,0,8.078729,6.943597,3Ery,,2730,empirical_embedding_coordinates
paul15,W31354,scScope,deep,0,3.9245803,4.2158895,17Neu,,2730,empirical_embedding_coordinates
paul15,W31355,scScope,deep,0,6.1073284,6.166616,15Mo,,2730,empirical_embedding_coordinates
paul15,W31356,scScope,deep,0,6.636293,6.335641,4Ery,,2730,empirical_embedding_coordinates
paul15,W31357,scScope,deep,0,11.885138,12.467427,3Ery,,2730,empirical_embedding_coordinates
paul15,W31358,scScope,deep,0,4.277012,5.430234,6Ery,,2730,empirical_embedding_coordinates
paul15,W31359,scScope,deep,0,10.027357,8.350598,14Mo,,2730,empirical_embedding_coordinates
paul15,W31360,scScope,deep,0,12.8808155,7.7791996,3Ery,,2730,empirical_embedding_coordinates
paul15,W31361,scScope,deep,0,7.5295086,5.1751957,16Neu,,2730,empirical_embedding_coordinates
paul15,W31362,scScope,deep,0,8.128208,8.906369,14Mo,,2730,empirical_embedding_coordinates
paul15,W31363,scScope,deep,0,14.038629,8.015539,15Mo,,2730,empirical_embedding_coordinates
paul15,W31364,scScope,deep,0,6.047091,5.703492,7MEP,,2730,empirical_embedding_coordinates
paul15,W31365,scScope,deep,0,7.4082336,7.451117,13Baso,,2730,empirical_embedding_coordinates
paul15,W31366,scScope,deep,0,6.8922377,7.2875247,15Mo,,2730,empirical_embedding_coordinates
paul15,W31367,scScope,deep,0,11.179886,11.263719,14Mo,,2730,empirical_embedding_coordinates
paul15,W31368,scScope,deep,0,10.890387,10.016112,3Ery,,2730,empirical_embedding_coordinates
paul15,W31369,scScope,deep,0,7.1947694,7.070426,2Ery,,2730,empirical_embedding_coordinates
paul15,W31370,scScope,deep,0,6.8404365,7.977594,2Ery,,2730,empirical_embedding_coordinates
paul15,W31371,scScope,deep,0,11.242416,9.727033,14Mo,,2730,empirical_embedding_coordinates
paul15,W31372,scScope,deep,0,11.4776125,10.688076,2Ery,,2730,empirical_embedding_coordinates
paul15,W31373,scScope,deep,0,13.508687,12.93842,13Baso,,2730,empirical_embedding_coordinates
paul15,W31374,scScope,deep,0,10.730236,10.666259,2Ery,,2730,empirical_embedding_coordinates
paul15,W31375,scScope,deep,0,10.979485,10.736074,3Ery,,2730,empirical_embedding_coordinates
paul15,W31376,scScope,deep,0,6.575016,8.1287985,13Baso,,2730,empirical_embedding_coordinates
paul15,W31377,scScope,deep,0,4.409736,3.8652406,12Baso,,2730,empirical_embedding_coordinates
paul15,W31378,scScope,deep,0,7.1947803,8.230387,2Ery,,2730,empirical_embedding_coordinates
paul15,W31379,scScope,deep,0,4.2128863,4.287153,10GMP,,2730,empirical_embedding_coordinates
paul15,W31380,scScope,deep,0,6.115495,7.8715577,5Ery,,2730,empirical_embedding_coordinates
paul15,W31381,scScope,deep,0,7.496887,4.987132,13Baso,,2730,empirical_embedding_coordinates
paul15,W31382,scScope,deep,0,9.129009,9.446533,3Ery,,2730,empirical_embedding_coordinates
paul15,W31383,scScope,deep,0,7.335975,5.1162963,9GMP,,2730,empirical_embedding_coordinates
paul15,W31386,scScope,deep,0,8.905818,9.971999,15Mo,,2730,empirical_embedding_coordinates
paul15,W31387,scScope,deep,0,10.582369,9.097901,2Ery,,2730,empirical_embedding_coordinates
paul15,W31388,scScope,deep,0,3.9054456,3.9198148,10GMP,,2730,empirical_embedding_coordinates
paul15,W31389,scScope,deep,0,7.4301796,7.9157953,5Ery,,2730,empirical_embedding_coordinates
paul15,W31390,scScope,deep,0,6.6409664,10.670665,5Ery,,2730,empirical_embedding_coordinates
paul15,W31391,scScope,deep,0,8.738762,8.631345,2Ery,,2730,empirical_embedding_coordinates
paul15,W31392,scScope,deep,0,5.6382236,4.7096844,14Mo,,2730,empirical_embedding_coordinates
paul15,W31393,scScope,deep,0,4.800983,6.1793127,13Baso,,2730,empirical_embedding_coordinates
paul15,W31394,scScope,deep,0,8.712262,7.273022,2Ery,,2730,empirical_embedding_coordinates
paul15,W31395,scScope,deep,0,12.765631,12.322894,14Mo,,2730,empirical_embedding_coordinates
paul15,W31396,scScope,deep,0,8.296563,8.832505,16Neu,,2730,empirical_embedding_coordinates
paul15,W31397,scScope,deep,0,3.6990135,3.592566,12Baso,,2730,empirical_embedding_coordinates
paul15,W31398,scScope,deep,0,10.8815155,8.226258,14Mo,,2730,empirical_embedding_coordinates
paul15,W31399,scScope,deep,0,5.7167406,6.8658175,14Mo,,2730,empirical_embedding_coordinates
paul15,W31401,scScope,deep,0,9.631906,7.3561964,3Ery,,2730,empirical_embedding_coordinates
paul15,W31402,scScope,deep,0,9.036217,9.537015,14Mo,,2730,empirical_embedding_coordinates
paul15,W31403,scScope,deep,0,8.462602,8.8714485,13Baso,,2730,empirical_embedding_coordinates
paul15,W31405,scScope,deep,0,5.416925,4.303362,12Baso,,2730,empirical_embedding_coordinates
paul15,W31406,scScope,deep,0,6.8526464,5.7667127,5Ery,,2730,empirical_embedding_coordinates
paul15,W31407,scScope,deep,0,3.1783507,3.1460311,10GMP,,2730,empirical_embedding_coordinates
paul15,W31409,scScope,deep,0,6.762972,5.669792,14Mo,,2730,empirical_embedding_coordinates
paul15,W31410,scScope,deep,0,6.95557,9.5712595,4Ery,,2730,empirical_embedding_coordinates
paul15,W31411,scScope,deep,0,7.3511043,5.113119,15Mo,,2730,empirical_embedding_coordinates
paul15,W31412,scScope,deep,0,5.91697,6.250404,11DC,,2730,empirical_embedding_coordinates
paul15,W31413,scScope,deep,0,14.157574,10.698679,3Ery,,2730,empirical_embedding_coordinates
paul15,W31414,scScope,deep,0,9.068798,7.3891196,4Ery,,2730,empirical_embedding_coordinates
paul15,W31415,scScope,deep,0,8.221762,5.791036,4Ery,,2730,empirical_embedding_coordinates
paul15,W31416,scScope,deep,0,10.367622,9.711804,4Ery,,2730,empirical_embedding_coordinates
paul15,W31418,scScope,deep,0,9.490046,10.353127,4Ery,,2730,empirical_embedding_coordinates
paul15,W31419,scScope,deep,0,6.905133,5.150445,5Ery,,2730,empirical_embedding_coordinates
paul15,W31420,scScope,deep,0,9.277529,7.8796935,1Ery,,2730,empirical_embedding_coordinates
paul15,W31421,scScope,deep,0,11.263361,10.607079,16Neu,,2730,empirical_embedding_coordinates
paul15,W31422,scScope,deep,0,10.189736,6.3651986,14Mo,,2730,empirical_embedding_coordinates
paul15,W31423,scScope,deep,0,10.87036,10.026844,2Ery,,2730,empirical_embedding_coordinates
paul15,W31424,scScope,deep,0,9.255417,7.0005355,5Ery,,2730,empirical_embedding_coordinates
paul15,W31425,scScope,deep,0,8.019967,6.194307,15Mo,,2730,empirical_embedding_coordinates
paul15,W31426,scScope,deep,0,11.674737,10.393849,5Ery,,2730,empirical_embedding_coordinates
paul15,W31427,scScope,deep,0,10.193081,7.285423,2Ery,,2730,empirical_embedding_coordinates
paul15,W31428,scScope,deep,0,6.401642,4.2388124,5Ery,,2730,empirical_embedding_coordinates
paul15,W31429,scScope,deep,0,9.375576,7.396967,1Ery,,2730,empirical_embedding_coordinates
paul15,W31430,scScope,deep,0,2.641079,2.4258566,7MEP,,2730,empirical_embedding_coordinates
paul15,W31431,scScope,deep,0,6.1936097,4.557772,2Ery,,2730,empirical_embedding_coordinates
paul15,W31432,scScope,deep,0,6.8885384,7.4236236,14Mo,,2730,empirical_embedding_coordinates
paul15,W31433,scScope,deep,0,2.6677382,3.3982623,10GMP,,2730,empirical_embedding_coordinates
paul15,W31434,scScope,deep,0,7.9929366,7.821116,2Ery,,2730,empirical_embedding_coordinates
paul15,W31436,scScope,deep,0,6.955186,5.5839653,14Mo,,2730,empirical_embedding_coordinates
paul15,W31437,scScope,deep,0,3.58543,1.2846011,6Ery,,2730,empirical_embedding_coordinates
paul15,W31439,scScope,deep,0,7.3412714,6.9967613,9GMP,,2730,empirical_embedding_coordinates
paul15,W31440,scScope,deep,0,14.320659,14.187375,3Ery,,2730,empirical_embedding_coordinates
paul15,W31441,scScope,deep,0,5.3454595,6.5876474,2Ery,,2730,empirical_embedding_coordinates
paul15,W31442,scScope,deep,0,8.008422,6.6005764,3Ery,,2730,empirical_embedding_coordinates
paul15,W31443,scScope,deep,0,4.0514345,2.3007548,12Baso,,2730,empirical_embedding_coordinates
paul15,W31444,scScope,deep,0,5.3507524,5.2973995,2Ery,,2730,empirical_embedding_coordinates
paul15,W31445,scScope,deep,0,3.7969368,2.9133391,18Eos,,2730,empirical_embedding_coordinates
paul15,W31446,scScope,deep,0,8.401166,8.612054,5Ery,,2730,empirical_embedding_coordinates
paul15,W31447,scScope,deep,0,5.9939632,5.7829847,3Ery,,2730,empirical_embedding_coordinates
paul15,W31448,scScope,deep,0,8.582811,8.899512,15Mo,,2730,empirical_embedding_coordinates
paul15,W31451,scScope,deep,0,4.868871,4.6359153,14Mo,,2730,empirical_embedding_coordinates
paul15,W31452,scScope,deep,0,7.282772,5.90279,2Ery,,2730,empirical_embedding_coordinates
paul15,W31453,scScope,deep,0,4.70365,4.4563503,6Ery,,2730,empirical_embedding_coordinates
paul15,W31454,scScope,deep,0,6.122136,5.217387,14Mo,,2730,empirical_embedding_coordinates
paul15,W31455,scScope,deep,0,6.576722,6.0899134,2Ery,,2730,empirical_embedding_coordinates
paul15,W31456,scScope,deep,0,7.3313403,7.4130177,5Ery,,2730,empirical_embedding_coordinates
paul15,W31457,scScope,deep,0,2.493072,3.7491217,12Baso,,2730,empirical_embedding_coordinates
paul15,W31458,scScope,deep,0,3.3310754,4.581998,7MEP,,2730,empirical_embedding_coordinates
paul15,W31459,scScope,deep,0,2.125596,4.3660665,17Neu,,2730,empirical_embedding_coordinates
paul15,W31460,scScope,deep,0,8.815332,7.7058535,14Mo,,2730,empirical_embedding_coordinates
paul15,W31461,scScope,deep,0,7.9413457,7.4628844,2Ery,,2730,empirical_embedding_coordinates
paul15,W31462,scScope,deep,0,6.014154,5.7204328,5Ery,,2730,empirical_embedding_coordinates
paul15,W31463,scScope,deep,0,11.033807,10.23083,2Ery,,2730,empirical_embedding_coordinates
paul15,W31464,scScope,deep,0,8.802553,7.820789,14Mo,,2730,empirical_embedding_coordinates
paul15,W31465,scScope,deep,0,3.0915704,1.8627645,13Baso,,2730,empirical_embedding_coordinates
paul15,W31466,scScope,deep,0,10.274022,7.859654,15Mo,,2730,empirical_embedding_coordinates
paul15,W31467,scScope,deep,0,11.173592,5.3381767,2Ery,,2730,empirical_embedding_coordinates
paul15,W31468,scScope,deep,0,7.5490828,7.2143855,13Baso,,2730,empirical_embedding_coordinates
paul15,W31469,scScope,deep,0,7.9333982,9.41689,16Neu,,2730,empirical_embedding_coordinates
paul15,W31470,scScope,deep,0,5.6946054,6.6074405,5Ery,,2730,empirical_embedding_coordinates
paul15,W31471,scScope,deep,0,11.853303,10.792646,14Mo,,2730,empirical_embedding_coordinates
paul15,W31472,scScope,deep,0,5.514737,3.8539076,16Neu,,2730,empirical_embedding_coordinates
paul15,W31473,scScope,deep,0,7.2622385,8.8044195,14Mo,,2730,empirical_embedding_coordinates
paul15,W31474,scScope,deep,0,6.9763784,7.5567803,16Neu,,2730,empirical_embedding_coordinates
paul15,W31475,scScope,deep,0,7.25555,8.619372,14Mo,,2730,empirical_embedding_coordinates
paul15,W31476,scScope,deep,0,6.0888023,5.710194,8Mk,,2730,empirical_embedding_coordinates
paul15,W31477,scScope,deep,0,6.049327,6.1906157,10GMP,,2730,empirical_embedding_coordinates
paul15,W31478,scScope,deep,0,5.15291,6.013421,14Mo,,2730,empirical_embedding_coordinates
paul15,W31479,scScope,deep,0,5.7932634,8.012073,5Ery,,2730,empirical_embedding_coordinates
paul15,W31480,scScope,deep,0,2.289819,2.2027118,7MEP,,2730,empirical_embedding_coordinates
paul15,W31481,scScope,deep,0,7.875867,5.2756066,2Ery,,2730,empirical_embedding_coordinates
paul15,W31483,scScope,deep,0,5.807328,7.3261404,14Mo,,2730,empirical_embedding_coordinates
paul15,W31484,scScope,deep,0,8.900387,6.534217,13Baso,,2730,empirical_embedding_coordinates
paul15,W31485,scScope,deep,0,9.389773,9.937358,2Ery,,2730,empirical_embedding_coordinates
paul15,W31486,scScope,deep,0,10.015852,8.509584,5Ery,,2730,empirical_embedding_coordinates
paul15,W31487,scScope,deep,0,6.001731,6.9045887,14Mo,,2730,empirical_embedding_coordinates
paul15,W31489,scScope,deep,0,11.796221,12.86143,14Mo,,2730,empirical_embedding_coordinates
paul15,W31491,scScope,deep,0,3.9995654,9.135137,9GMP,,2730,empirical_embedding_coordinates
paul15,W31492,scScope,deep,0,11.522496,9.379859,4Ery,,2730,empirical_embedding_coordinates
paul15,W31493,scScope,deep,0,2.498954,2.6307976,10GMP,,2730,empirical_embedding_coordinates
paul15,W31494,scScope,deep,0,8.122391,6.766356,13Baso,,2730,empirical_embedding_coordinates
paul15,W31495,scScope,deep,0,8.032119,5.798743,10GMP,,2730,empirical_embedding_coordinates
paul15,W31497,scScope,deep,0,1.5095999,3.206633,7MEP,,2730,empirical_embedding_coordinates
paul15,W31498,scScope,deep,0,4.531262,4.2687864,10GMP,,2730,empirical_embedding_coordinates
paul15,W31499,scScope,deep,0,10.44387,9.174547,3Ery,,2730,empirical_embedding_coordinates
paul15,W31500,scScope,deep,0,13.1461525,11.525074,2Ery,,2730,empirical_embedding_coordinates
paul15,W31501,scScope,deep,0,16.65975,13.687321,14Mo,,2730,empirical_embedding_coordinates
paul15,W31502,scScope,deep,0,3.1057456,3.725031,10GMP,,2730,empirical_embedding_coordinates
paul15,W31503,scScope,deep,0,7.336012,5.176684,15Mo,,2730,empirical_embedding_coordinates
paul15,W31504,scScope,deep,0,16.279417,13.19462,13Baso,,2730,empirical_embedding_coordinates
paul15,W31505,scScope,deep,0,1.0834657,1.6718595,7MEP,,2730,empirical_embedding_coordinates
paul15,W31506,scScope,deep,0,4.070336,2.8287704,6Ery,,2730,empirical_embedding_coordinates
paul15,W31507,scScope,deep,0,6.4762836,5.734069,7MEP,,2730,empirical_embedding_coordinates
paul15,W31508,scScope,deep,0,8.036546,7.65311,5Ery,,2730,empirical_embedding_coordinates
paul15,W31509,scScope,deep,0,8.327185,8.210142,14Mo,,2730,empirical_embedding_coordinates
paul15,W31510,scScope,deep,0,8.295945,8.427119,13Baso,,2730,empirical_embedding_coordinates
paul15,W31511,scScope,deep,0,6.1220713,4.655939,10GMP,,2730,empirical_embedding_coordinates
paul15,W31512,scScope,deep,0,5.806783,7.2231736,7MEP,,2730,empirical_embedding_coordinates
paul15,W31513,scScope,deep,0,16.299463,15.89681,3Ery,,2730,empirical_embedding_coordinates
paul15,W31514,scScope,deep,0,3.0794098,2.191229,7MEP,,2730,empirical_embedding_coordinates
paul15,W31515,scScope,deep,0,5.943676,7.77228,13Baso,,2730,empirical_embedding_coordinates
paul15,W31516,scScope,deep,0,7.589127,8.339731,1Ery,,2730,empirical_embedding_coordinates
paul15,W31517,scScope,deep,0,5.5222797,4.4672832,14Mo,,2730,empirical_embedding_coordinates
paul15,W31518,scScope,deep,0,7.0200005,5.1886835,13Baso,,2730,empirical_embedding_coordinates
paul15,W31519,scScope,deep,0,2.8863251,4.315717,10GMP,,2730,empirical_embedding_coordinates
paul15,W31520,scScope,deep,0,8.637377,9.104524,9GMP,,2730,empirical_embedding_coordinates
paul15,W31521,scScope,deep,0,12.298228,9.04757,3Ery,,2730,empirical_embedding_coordinates
paul15,W31522,scScope,deep,0,12.879972,11.422807,13Baso,,2730,empirical_embedding_coordinates
paul15,W31523,scScope,deep,0,7.459397,9.778631,2Ery,,2730,empirical_embedding_coordinates
paul15,W31524,scScope,deep,0,4.5860353,5.2821503,13Baso,,2730,empirical_embedding_coordinates
paul15,W31525,scScope,deep,0,12.032744,10.788266,2Ery,,2730,empirical_embedding_coordinates
paul15,W31526,scScope,deep,0,2.3624742,2.3135197,6Ery,,2730,empirical_embedding_coordinates
paul15,W31527,scScope,deep,0,3.4196067,3.8978992,6Ery,,2730,empirical_embedding_coordinates
paul15,W31528,scScope,deep,0,5.409655,5.7291517,13Baso,,2730,empirical_embedding_coordinates
paul15,W31529,scScope,deep,0,12.792853,13.269045,3Ery,,2730,empirical_embedding_coordinates
paul15,W31530,scScope,deep,0,7.6948767,7.823441,13Baso,,2730,empirical_embedding_coordinates
paul15,W31531,scScope,deep,0,3.569268,3.7843428,11DC,,2730,empirical_embedding_coordinates
paul15,W31532,scScope,deep,0,8.048119,7.57106,14Mo,,2730,empirical_embedding_coordinates
paul15,W31533,scScope,deep,0,3.2070906,2.9478505,10GMP,,2730,empirical_embedding_coordinates
paul15,W31534,scScope,deep,0,5.791656,4.322611,8Mk,,2730,empirical_embedding_coordinates
paul15,W31535,scScope,deep,0,3.7968032,4.3902926,9GMP,,2730,empirical_embedding_coordinates
paul15,W31536,scScope,deep,0,13.331279,10.845533,2Ery,,2730,empirical_embedding_coordinates
paul15,W31537,scScope,deep,0,2.9818943,4.3374343,13Baso,,2730,empirical_embedding_coordinates
paul15,W31538,scScope,deep,0,7.4762425,9.850114,14Mo,,2730,empirical_embedding_coordinates
paul15,W31539,scScope,deep,0,3.7404978,4.5048637,13Baso,,2730,empirical_embedding_coordinates
paul15,W31540,scScope,deep,0,6.365404,7.502401,14Mo,,2730,empirical_embedding_coordinates
paul15,W31541,scScope,deep,0,10.096471,9.1592045,5Ery,,2730,empirical_embedding_coordinates
paul15,W31542,scScope,deep,0,7.7686214,8.353425,14Mo,,2730,empirical_embedding_coordinates
paul15,W31543,scScope,deep,0,4.568492,5.492295,5Ery,,2730,empirical_embedding_coordinates
paul15,W31544,scScope,deep,0,13.591239,9.177015,13Baso,,2730,empirical_embedding_coordinates
paul15,W31545,scScope,deep,0,5.130304,8.0043125,12Baso,,2730,empirical_embedding_coordinates
paul15,W31546,scScope,deep,0,7.07812,6.7670097,16Neu,,2730,empirical_embedding_coordinates
paul15,W31547,scScope,deep,0,1.9622723,3.4277394,11DC,,2730,empirical_embedding_coordinates
paul15,W31548,scScope,deep,0,5.185294,5.0110664,13Baso,,2730,empirical_embedding_coordinates
paul15,W31549,scScope,deep,0,7.132839,8.343242,13Baso,,2730,empirical_embedding_coordinates
paul15,W31550,scScope,deep,0,6.4750414,8.081321,2Ery,,2730,empirical_embedding_coordinates
paul15,W31551,scScope,deep,0,9.280863,8.790629,2Ery,,2730,empirical_embedding_coordinates
paul15,W31552,scScope,deep,0,8.071921,5.8400736,14Mo,,2730,empirical_embedding_coordinates
paul15,W31553,scScope,deep,0,1.9465003,3.4471667,7MEP,,2730,empirical_embedding_coordinates
paul15,W31554,scScope,deep,0,8.037933,7.5916758,4Ery,,2730,empirical_embedding_coordinates
paul15,W31555,scScope,deep,0,4.5069137,7.5227942,6Ery,,2730,empirical_embedding_coordinates
paul15,W31556,scScope,deep,0,4.6087804,6.878875,13Baso,,2730,empirical_embedding_coordinates
paul15,W31558,scScope,deep,0,6.758918,5.9450006,14Mo,,2730,empirical_embedding_coordinates
paul15,W31559,scScope,deep,0,10.479457,9.467124,14Mo,,2730,empirical_embedding_coordinates
